Formula
Mo2AlB
Mo2AlC
Mo2AlN
Mo2PB
Mo2PC
Mo2PN
Mo2TeB
Mo2TeC
Mo2TeN
Mo2ReB
Mo2ReC
Mo2ReN
Mo2SiB
Mo2SiC
Mo2SiN
Mo2GaB
Mo2GaC
Mo2GaN
Mo2GeB
Mo2GeC
Mo2GeN
Mo2AsB
Mo2AsC
Mo2AsN
Mo2CdB
Mo2CdC
Mo2CdN
Mo2SnB
Mo2SnC
Mo2SnN
Mo2InB
Mo2InC
Mo2InN
Mo2TlB
Mo2TlC
Mo2TlN
Mo2PbB
Mo2PbC
Mo2PbN
Mo2SB
Mo2SC
Mo2SN
Mo2SbB
Mo2SbC
Mo2SbN
Mo2BiB
Mo2BiC
Mo2BiN
Mo2ZnB
Mo2ZnC
Mo2ZnN
Mo2SeB
Mo2SeC
Mo2SeN
Mo2FeB
Mo2FeC
Mo2FeN
Mo2CoB
Mo2CoC
Mo2CoN
Mo2NiB
Mo2NiC
Mo2NiN
Mo2CuB
Mo2CuC
Mo2CuN
Mo2AuB
Mo2AuC
Mo2AuN
Mo2IrB
Mo2IrC
Mo2IrN
Cr2AlB
Cr2AlC
Cr2AlN
Cr2PB
Cr2PC
Cr2PN
Cr2TeB
Cr2TeC
Cr2TeN
Cr2ReB
Cr2ReC
Cr2ReN
Cr2SiB
Cr2SiC
Cr2SiN
Cr2GaB
Cr2GaC
Cr2GaN
Cr2GeB
Cr2GeC
Cr2GeN
Cr2AsB
Cr2AsC
Cr2AsN
Cr2CdB
Cr2CdC
Cr2CdN
Cr2SnB
Cr2SnC
Cr2SnN
Cr2InB
Cr2InC
Cr2InN
Cr2TlB
Cr2TlC
Cr2TlN
Cr2PbB
Cr2PbC
Cr2PbN
Cr2SB
Cr2SC
Cr2SN
Cr2SbB
Cr2SbC
Cr2SbN
Cr2BiB
Cr2BiC
Cr2BiN
Cr2ZnB
Cr2ZnC
Cr2ZnN
Cr2SeB
Cr2SeC
Cr2SeN
Cr2FeB
Cr2FeC
Cr2FeN
Cr2CoB
Cr2CoC
Cr2CoN
Cr2NiB
Cr2NiC
Cr2NiN
Cr2CuB
Cr2CuC
Cr2CuN
Cr2AuB
Cr2AuC
Cr2AuN
Cr2IrB
Cr2IrC
Cr2IrN
Ti2AlB
Ti2AlC
Ti2AlN
Ti2PB
Ti2PC
Ti2PN
Ti2TeB
Ti2TeC
Ti2TeN
Ti2ReB
Ti2ReC
Ti2ReN
Ti2SiB
Ti2SiC
Ti2SiN
Ti2GaB
Ti2GaC
Ti2GaN
Ti2GeB
Ti2GeC
Ti2GeN
Ti2AsB
Ti2AsC
Ti2AsN
Ti2CdB
Ti2CdC
Ti2CdN
Ti2SnB
Ti2SnC
Ti2SnN
Ti2InB
Ti2InC
Ti2InN
Ti2TlB
Ti2TlC
Ti2TlN
Ti2PbB
Ti2PbC
Ti2PbN
Ti2SB
Ti2SC
Ti2SN
Ti2SbB
Ti2SbC
Ti2SbN
Ti2BiB
Ti2BiC
Ti2BiN
Ti2ZnB
Ti2ZnC
Ti2ZnN
Ti2SeB
Ti2SeC
Ti2SeN
Ti2FeB
Ti2FeC
Ti2FeN
Ti2CoB
Ti2CoC
Ti2CoN
Ti2NiB
Ti2NiC
Ti2NiN
Ti2CuB
Ti2CuC
Ti2CuN
Ti2AuB
Ti2AuC
Ti2AuN
Ti2IrB
Ti2IrC
Ti2IrN
Sc2AlB
Sc2AlC
Sc2AlN
Sc2PB
Sc2PC
Sc2PN
Sc2TeB
Sc2TeC
Sc2TeN
Sc2ReB
Sc2ReC
Sc2ReN
Sc2SiB
Sc2SiC
Sc2SiN
Sc2GaB
Sc2GaC
Sc2GaN
Sc2GeB
Sc2GeC
Sc2GeN
Sc2AsB
Sc2AsC
Sc2AsN
Sc2CdB
Sc2CdC
Sc2CdN
Sc2SnB
Sc2SnC
Sc2SnN
Sc2InB
Sc2InC
Sc2InN
Sc2TlB
Sc2TlC
Sc2TlN
Sc2PbB
Sc2PbC
Sc2PbN
Sc2SB
Sc2SC
Sc2SN
Sc2SbB
Sc2SbC
Sc2SbN
Sc2BiB
Sc2BiC
Sc2BiN
Sc2ZnB
Sc2ZnC
Sc2ZnN
Sc2SeB
Sc2SeC
Sc2SeN
Sc2FeB
Sc2FeC
Sc2FeN
Sc2CoB
Sc2CoC
Sc2CoN
Sc2NiB
Sc2NiC
Sc2NiN
Sc2CuB
Sc2CuC
Sc2CuN
Sc2AuB
Sc2AuC
Sc2AuN
Sc2IrB
Sc2IrC
Sc2IrN
Y2AlB
Y2AlC
Y2AlN
Y2PB
Y2PC
Y2PN
Y2TeB
Y2TeC
Y2TeN
Y2ReB
Y2ReC
Y2ReN
Y2SiB
Y2SiC
Y2SiN
Y2GaB
Y2GaC
Y2GaN
Y2GeB
Y2GeC
Y2GeN
Y2AsB
Y2AsC
Y2AsN
Y2CdB
Y2CdC
Y2CdN
Y2SnB
Y2SnC
Y2SnN
Y2InB
Y2InC
Y2InN
Y2TlB
Y2TlC
Y2TlN
Y2PbB
Y2PbC
Y2PbN
Y2SB
Y2SC
Y2SN
Y2SbB
Y2SbC
Y2SbN
Y2BiB
Y2BiC
Y2BiN
Y2ZnB
Y2ZnC
Y2ZnN
Y2SeB
Y2SeC
Y2SeN
Y2FeB
Y2FeC
Y2FeN
Y2CoB
Y2CoC
Y2CoN
Y2NiB
Y2NiC
Y2NiN
Y2CuB
Y2CuC
Y2CuN
Y2AuB
Y2AuC
Y2AuN
Y2IrB
Y2IrC
Y2IrN
Mn2AlB
Mn2AlC
Mn2AlN
Mn2PB
Mn2PC
Mn2PN
Mn2TeB
Mn2TeC
Mn2TeN
Mn2ReB
Mn2ReC
Mn2ReN
Mn2SiB
Mn2SiC
Mn2SiN
Mn2GaB
Mn2GaC
Mn2GaN
Mn2GeB
Mn2GeC
Mn2GeN
Mn2AsB
Mn2AsC
Mn2AsN
Mn2CdB
Mn2CdC
Mn2CdN
Mn2SnB
Mn2SnC
Mn2SnN
Mn2InB
Mn2InC
Mn2InN
Mn2TlB
Mn2TlC
Mn2TlN
Mn2PbB
Mn2PbC
Mn2PbN
Mn2SB
Mn2SC
Mn2SN
Mn2SbB
Mn2SbC
Mn2SbN
Mn2BiB
Mn2BiC
Mn2BiN
Mn2ZnB
Mn2ZnC
Mn2ZnN
Mn2SeB
Mn2SeC
Mn2SeN
Mn2FeB
Mn2FeC
Mn2FeN
Mn2CoB
Mn2CoC
Mn2CoN
Mn2NiB
Mn2NiC
Mn2NiN
Mn2CuB
Mn2CuC
Mn2CuN
Mn2AuB
Mn2AuC
Mn2AuN
Mn2IrB
Mn2IrC
Mn2IrN
Re2AlB
Re2AlC
Re2AlN
Re2PB
Re2PC
Re2PN
Re2TeB
Re2TeC
Re2TeN
Re2ReB
Re2ReC
Re2ReN
Re2SiB
Re2SiC
Re2SiN
Re2GaB
Re2GaC
Re2GaN
Re2GeB
Re2GeC
Re2GeN
Re2AsB
Re2AsC
Re2AsN
Re2CdB
Re2CdC
Re2CdN
Re2SnB
Re2SnC
Re2SnN
Re2InB
Re2InC
Re2InN
Re2TlB
Re2TlC
Re2TlN
Re2PbB
Re2PbC
Re2PbN
Re2SB
Re2SC
Re2SN
Re2SbB
Re2SbC
Re2SbN
Re2BiB
Re2BiC
Re2BiN
Re2ZnB
Re2ZnC
Re2ZnN
Re2SeB
Re2SeC
Re2SeN
Re2FeB
Re2FeC
Re2FeN
Re2CoB
Re2CoC
Re2CoN
Re2NiB
Re2NiC
Re2NiN
Re2CuB
Re2CuC
Re2CuN
Re2AuB
Re2AuC
Re2AuN
Re2IrB
Re2IrC
Re2IrN
Tc2AlB
Tc2AlC
Tc2AlN
Tc2PB
Tc2PC
Tc2PN
Tc2TeB
Tc2TeC
Tc2TeN
Tc2ReB
Tc2ReC
Tc2ReN
Tc2SiB
Tc2SiC
Tc2SiN
Tc2GaB
Tc2GaC
Tc2GaN
Tc2GeB
Tc2GeC
Tc2GeN
Tc2AsB
Tc2AsC
Tc2AsN
Tc2CdB
Tc2CdC
Tc2CdN
Tc2SnB
Tc2SnC
Tc2SnN
Tc2InB
Tc2InC
Tc2InN
Tc2TlB
Tc2TlC
Tc2TlN
Tc2PbB
Tc2PbC
Tc2PbN
Tc2SB
Tc2SC
Tc2SN
Tc2SbB
Tc2SbC
Tc2SbN
Tc2BiB
Tc2BiC
Tc2BiN
Tc2ZnB
Tc2ZnC
Tc2ZnN
Tc2SeB
Tc2SeC
Tc2SeN
Tc2FeB
Tc2FeC
Tc2FeN
Tc2CoB
Tc2CoC
Tc2CoN
Tc2NiB
Tc2NiC
Tc2NiN
Tc2CuB
Tc2CuC
Tc2CuN
Tc2AuB
Tc2AuC
Tc2AuN
Tc2IrB
Tc2IrC
Tc2IrN
La2AlB
La2AlC
La2AlN
La2PB
La2PC
La2PN
La2TeB
La2TeC
La2TeN
La2ReB
La2ReC
La2ReN
La2SiB
La2SiC
La2SiN
La2GaB
La2GaC
La2GaN
La2GeB
La2GeC
La2GeN
La2AsB
La2AsC
La2AsN
La2CdB
La2CdC
La2CdN
La2SnB
La2SnC
La2SnN
La2InB
La2InC
La2InN
La2TlB
La2TlC
La2TlN
La2PbB
La2PbC
La2PbN
La2SB
La2SC
La2SN
La2SbB
La2SbC
La2SbN
La2BiB
La2BiC
La2BiN
La2ZnB
La2ZnC
La2ZnN
La2SeB
La2SeC
La2SeN
La2FeB
La2FeC
La2FeN
La2CoB
La2CoC
La2CoN
La2NiB
La2NiC
La2NiN
La2CuB
La2CuC
La2CuN
La2AuB
La2AuC
La2AuN
La2IrB
La2IrC
La2IrN
